ID,x,y,T_costPow
0,23,8,2
1,16,6,2
2,15,17,2
3,4,7,2
4,4,25,2
5,8,1,2
6,24,3,2
7,22,7,2
8,7,2,2
9,26,8,2
10,6,18,2
11,20,21,2
12,19,24,2
13,6,16,2
14,28,14,2
15,19,9,2
16,4,15,2
17,24,22,2
18,1,15,2
19,24,19,2
20,19,4,2
21,8,6,2
22,23,24,2
23,29,19,2
24,5,6,2
25,29,9,2
26,0,12,2
27,1,28,2
28,15,4,2
29,5,8,2
30,17,14,2
31,13,18,2
32,20,2,2
33,5,7,2
34,3,1,2
35,7,10,2
36,8,24,2
37,3,9,2
38,29,13,2
39,26,16,2
40,11,23,2
41,21,28,2
42,3,20,2
43,8,23,2
44,17,10,2
45,27,18,2
46,26,6,2
47,13,26,2
48,21,1,2
49,22,1,2
50,22,9,2
51,3,26,2
52,7,28,2
53,13,27,2
54,13,15,2
55,12,6,2
56,0,23,2
57,2,25,2
58,7,9,2
59,22,27,2
60,5,23,2
61,15,11,2
62,17,16,2
63,22,4,2
64,8,28,2
65,3,16,2
66,24,18,2
67,5,1,2
68,28,0,2
69,23,11,2
70,0,7,2
71,14,7,2
72,18,0,2
73,7,20,2
74,29,29,2
75,12,22,2
76,18,20,2
77,25,26,2
78,20,3,2
79,16,12,2
80,1,14,2
81,20,20,2
82,19,0,2
83,19,20,2
84,19,6,2
85,8,7,2
86,11,15,2
87,17,3,2
88,15,26,2
89,11,25,2
90,22,5,2
91,21,17,2
92,21,0,2
93,29,12,2
94,13,14,2
95,15,19,2
96,19,11,2
97,21,13,2
98,27,12,2
99,22,19,2
100,9,5,2
101,16,22,2
102,21,29,2
103,21,24,2
104,7,24,2
105,23,3,2
106,11,6,2
107,1,1,2
108,11,28,2
109,15,3,2
110,3,29,2
111,21,8,2
112,14,8,2
113,24,15,2
114,4,11,2
115,3,22,2
116,20,19,2
117,7,4,2
118,14,12,2
119,6,19,2
