ID,x,y,T_costPow
0,0,1,3
1,21,19,3
2,15,15,3
3,1,25,3
4,24,20,3
5,25,29,3
6,20,2,3
7,25,10,3
8,3,18,3
9,9,25,3
10,3,29,3
11,6,2,3
12,21,8,3
13,19,29,3
14,21,24,3
15,28,14,3
16,13,29,3
17,24,19,3
18,21,12,3
19,22,0,3
20,19,13,3
21,29,28,3
22,5,12,3
23,23,4,3
24,12,7,3
25,26,20,3
26,23,18,3
27,2,6,3
28,25,19,3
29,25,2,3
30,8,9,3
31,18,8,3
32,8,4,3
33,7,0,3
34,13,14,3
35,26,22,3
36,7,1,3
37,22,1,3
38,6,18,3
39,25,11,3
40,19,22,3
41,5,2,3
42,14,5,3
43,27,24,3
44,21,20,3
45,4,5,3
46,1,10,3
47,21,5,3
48,5,18,3
49,9,4,3
50,8,10,3
51,8,16,3
52,16,17,3
53,26,16,3
54,1,11,3
55,29,17,3
56,24,27,3
57,29,1,3
58,28,23,3
59,3,21,3
60,25,4,3
61,15,24,3
62,10,18,3
63,27,3,3
64,4,22,3
65,10,20,3
66,22,12,3
67,4,0,3
68,19,24,3
69,7,19,3
70,17,8,3
71,20,26,3
72,9,20,3
73,7,3,3
74,20,28,3
75,2,25,3
76,24,23,3
77,4,6,3
78,0,14,3
79,15,8,3
80,18,9,3
81,28,24,3
82,13,19,3
83,4,11,3
84,24,13,3
85,2,11,3
86,9,7,3
87,11,15,3
88,14,3,3
89,0,0,3
90,29,2,3
91,12,9,3
92,28,18,3
93,2,13,3
94,19,6,3
95,17,2,3
96,6,1,3
97,28,12,3
98,21,6,3
99,2,18,3
100,29,25,3
101,20,9,3
102,14,2,3
103,27,4,3
104,5,9,3
105,4,15,3
106,14,25,3
107,9,14,3
108,16,14,3
109,3,25,3
110,20,3,3
111,19,2,3
112,26,29,3
113,11,25,3
114,27,16,3
115,1,22,3
116,4,26,3
117,13,26,3
118,8,19,3
119,11,10,3
