ID,x,y,T_costPow
0,1,27,3
1,6,27,3
2,24,9,3
3,18,29,3
4,3,9,3
5,6,21,3
6,9,15,3
7,17,5,3
8,26,13,3
9,18,2,3
10,25,19,3
11,14,15,3
12,8,14,3
13,14,23,3
14,3,17,3
15,8,7,3
16,20,10,3
17,2,11,3
18,10,1,3
19,5,4,3
20,10,2,3
21,28,22,3
22,27,5,3
23,29,2,3
24,9,26,3
25,19,0,3
26,14,9,3
27,21,14,3
28,2,5,3
29,4,0,3
30,11,19,3
31,23,0,3
32,22,9,3
33,4,17,3
34,3,22,3
35,9,14,3
36,24,12,3
37,1,22,3
38,13,17,3
39,10,22,3
40,25,10,3
41,13,6,3
42,28,15,3
43,16,14,3
44,15,22,3
45,8,2,3
46,4,3,3
47,22,20,3
48,24,21,3
49,17,24,3
50,21,13,3
51,24,11,3
52,10,20,3
53,21,10,3
54,28,16,3
55,29,22,3
56,7,5,3
57,27,18,3
58,8,27,3
59,22,17,3
60,15,19,3
61,24,2,3
62,1,23,3
63,17,26,3
64,14,25,3
65,28,26,3
66,24,26,3
67,14,4,3
68,11,6,3
69,18,13,3
70,29,1,3
71,19,18,3
72,25,13,3
73,24,5,3
74,21,29,3
75,5,18,3
76,25,14,3
77,15,26,3
78,22,26,3
79,19,3,3
80,18,6,3
81,8,28,3
82,4,5,3
83,21,19,3
84,18,4,3
85,11,5,3
86,12,23,3
87,1,15,3
88,16,5,3
89,7,29,3
90,25,21,3
91,26,8,3
92,4,6,3
93,6,13,3
94,18,11,3
95,10,7,3
96,24,20,3
97,24,13,3
98,8,8,3
99,20,4,3
100,27,15,3
101,1,8,3
102,18,17,3
103,29,5,3
104,10,14,3
105,21,26,3
106,5,16,3
107,16,17,3
108,3,16,3
109,5,11,3
110,26,20,3
111,7,2,3
112,9,17,3
113,25,18,3
114,16,12,3
115,24,3,3
116,15,8,3
117,21,17,3
118,12,15,3
119,25,2,3
