ID,x,y,T_costPow
0,20,22,3
1,9,9,3
2,8,28,4
3,20,27,3
4,28,17,3
5,25,18,4
6,13,12,4
7,3,13,4
8,25,4,4
9,26,2,3
10,29,21,4
11,21,8,4
12,23,8,4
13,6,12,4
14,17,3,4
15,26,3,3
16,8,23,3
17,16,7,4
18,11,19,4
19,10,10,4
20,13,14,3
21,17,2,4
22,11,20,3
23,16,14,4
24,28,8,3
25,10,26,4
26,10,4,3
27,10,13,4
28,18,19,3
29,16,8,4
30,18,10,3
31,26,29,4
32,12,26,4
33,4,14,4
34,5,18,4
35,18,16,4
36,0,7,4
37,6,18,4
38,17,12,4
39,10,29,3
40,27,24,3
41,21,18,4
42,2,7,3
43,10,19,4
44,5,5,4
45,6,28,3
46,19,18,3
47,11,10,3
48,11,6,3
49,18,20,4
50,19,22,4
51,12,29,4
52,14,16,4
53,2,14,3
54,7,29,4
55,24,12,4
56,26,25,4
57,3,1,3
58,17,13,3
59,12,0,4
60,28,2,4
61,6,0,4
62,2,17,4
63,12,5,3
64,10,9,3
65,8,3,4
66,17,0,3
67,0,14,3
68,19,0,4
69,6,25,3
70,19,8,4
71,13,15,3
72,5,11,4
73,1,6,3
74,25,1,3
75,6,10,4
76,5,26,4
77,26,12,4
78,4,5,3
79,24,19,3
80,15,8,4
81,28,14,3
82,24,1,4
83,18,28,4
84,17,22,3
85,14,15,3
86,23,27,4
87,24,17,3
88,2,0,4
89,22,24,3
90,27,16,3
91,15,0,4
92,27,2,4
93,15,9,3
94,14,22,3
95,19,15,3
96,5,29,4
97,0,4,3
98,22,0,4
99,9,12,4
100,5,17,3
101,27,6,3
102,9,18,4
103,9,15,4
104,25,29,3
105,18,22,4
106,18,27,3
107,23,16,4
108,28,9,3
109,14,0,4
110,5,28,3
111,13,23,3
112,14,27,3
113,5,15,4
114,22,25,4
115,20,25,4
116,15,27,3
117,13,11,4
118,23,1,4
119,23,28,4
