ID,x,y,T_costPow
0,12,8,3
1,8,11,3
2,6,5,3
3,11,25,3
4,13,20,3
5,11,11,3
6,12,8,3
7,22,16,3
8,5,4,3
9,28,8,3
10,18,8,3
11,25,5,3
12,13,25,3
13,10,15,3
14,28,24,3
15,22,4,3
16,8,24,3
17,8,9,3
18,19,24,3
19,3,19,3
20,16,16,3
21,18,22,3
22,9,17,3
23,8,0,3
24,21,25,3
25,23,4,3
26,16,8,3
27,13,7,3
28,9,22,3
29,1,3,3
30,25,15,3
31,12,14,3
32,17,5,3
33,17,12,3
34,14,23,3
35,26,27,3
36,28,6,3
37,19,7,3
38,25,12,3
39,11,18,3
40,23,9,3
41,9,7,3
42,4,16,3
43,16,26,3
44,20,27,3
45,22,15,3
46,26,16,3
47,10,2,3
48,28,11,3
49,27,11,3
50,19,2,3
51,27,4,3
52,25,25,3
53,7,29,3
54,12,19,3
55,19,24,3
56,5,11,3
57,3,14,3
58,0,18,3
59,20,26,3
60,26,1,3
61,27,15,3
62,7,11,3
63,7,27,3
64,28,27,3
65,1,19,3
66,14,29,3
67,29,6,3
68,28,0,3
69,24,15,3
70,10,18,3
71,8,27,3
72,16,12,3
73,17,27,3
74,25,1,3
75,0,7,3
76,19,10,3
77,16,16,3
78,26,26,3
79,23,14,3
