ID,x,y,T_costPow
0,15,16,3
1,14,5,3
2,14,19,3
3,25,13,3
4,4,11,3
5,5,22,3
6,15,21,3
7,6,29,3
8,3,16,3
9,13,3,3
10,16,0,3
11,11,14,3
12,1,0,3
13,24,21,3
14,29,27,3
15,7,16,3
16,25,15,3
17,27,19,3
18,28,28,3
19,24,27,3
20,17,11,3
21,29,4,3
22,3,21,3
23,25,1,3
24,1,14,3
25,20,21,3
26,4,24,3
27,2,28,3
28,12,7,3
29,15,3,3
30,4,22,3
31,5,21,3
32,1,9,3
33,14,23,3
34,16,7,3
35,3,25,3
36,8,8,3
37,11,2,3
38,24,0,3
39,0,13,3
40,15,13,3
41,2,14,3
42,6,4,3
43,8,16,3
44,14,26,3
45,9,9,3
46,14,24,3
47,10,27,3
48,22,14,3
49,29,8,3
50,6,14,3
51,23,27,3
52,27,0,3
53,7,2,3
54,28,2,3
55,19,1,3
56,13,16,3
57,27,15,3
58,27,16,3
59,29,22,3
60,13,7,3
61,29,13,3
62,5,2,3
63,7,0,3
64,5,6,3
65,17,21,3
66,28,25,3
67,17,27,3
68,9,27,3
69,26,23,3
70,26,16,3
71,12,13,3
72,28,18,3
73,27,17,3
74,24,3,3
75,9,18,3
76,24,10,3
77,11,22,3
78,29,18,3
79,18,22,3
80,25,18,3
81,1,24,3
82,25,3,3
83,22,0,3
84,0,1,3
85,22,1,3
86,25,4,3
87,21,28,3
88,22,19,3
89,7,14,3
90,20,6,3
91,16,3,3
92,2,13,3
93,25,28,3
94,7,3,3
95,19,12,3
96,18,20,3
97,18,12,3
98,11,7,3
99,28,27,3
