ID,x,y,T_costPow
0,20,20,3
1,17,10,3
2,13,2,3
3,2,22,3
4,16,1,3
5,15,22,3
6,24,29,3
7,14,2,3
8,1,13,3
9,14,4,3
10,2,1,3
11,23,29,3
12,10,12,3
13,22,16,3
14,12,28,3
15,10,16,3
16,15,26,3
17,12,27,3
18,0,11,3
19,19,1,3
20,25,16,3
21,3,14,3
22,29,17,3
23,17,26,3
24,14,28,3
25,18,25,3
26,19,9,3
27,13,23,3
28,4,4,3
29,21,15,3
30,22,0,3
31,20,4,3
32,8,16,3
33,26,1,3
34,10,29,3
35,5,10,3
36,10,7,3
37,22,1,3
38,3,25,3
39,9,7,3
40,12,4,3
41,18,15,3
42,27,8,3
43,13,1,3
44,9,17,3
45,19,3,3
46,19,14,3
47,2,0,3
48,5,25,3
49,29,5,3
50,6,3,3
51,12,3,3
52,26,23,3
53,14,23,3
54,24,6,3
55,21,13,3
56,24,20,3
57,19,6,3
58,1,25,3
59,29,9,3
60,14,13,3
61,26,4,3
62,8,8,3
63,9,22,3
64,25,18,3
65,21,25,3
66,23,19,3
67,4,23,3
68,8,29,3
69,14,26,3
70,0,9,3
71,19,27,3
72,18,18,3
73,8,20,3
74,8,11,3
75,20,29,3
76,26,19,3
77,21,0,3
78,27,4,3
79,13,29,3
80,1,18,3
81,10,17,3
82,27,19,3
83,0,17,3
84,28,6,3
85,6,0,3
86,22,28,3
87,2,10,3
88,12,18,3
89,17,8,3
90,17,7,3
91,27,16,3
92,21,7,3
93,6,12,3
94,17,28,3
95,5,0,3
96,21,5,3
97,21,24,3
98,20,28,3
99,16,5,3
100,11,13,3
101,11,16,3
102,20,6,3
103,17,19,3
104,0,25,3
105,13,19,3
106,12,2,3
107,14,22,3
108,1,22,3
109,12,13,3
110,28,15,3
111,17,17,3
112,25,19,3
113,9,13,3
114,18,9,3
115,2,4,3
116,25,23,3
117,4,28,3
118,10,18,3
119,6,8,3
