ID,x,y,T_costPow
0,25,20,3
1,15,22,3
2,17,26,3
3,6,13,2
4,24,2,2
5,0,6,3
6,14,8,3
7,5,6,3
8,3,14,2
9,26,28,2
10,27,18,3
11,19,26,2
12,27,8,3
13,7,4,3
14,13,4,3
15,14,19,3
16,12,2,3
17,29,24,2
18,13,8,3
19,22,17,2
20,10,29,3
21,9,14,3
22,25,10,3
23,17,9,2
24,10,1,3
25,28,13,3
26,18,28,2
27,16,0,3
28,7,22,3
29,23,27,3
30,28,17,3
31,19,20,2
32,15,24,3
33,12,9,2
34,4,17,2
35,29,22,2
36,25,21,3
37,29,5,2
38,26,29,3
39,29,16,2
40,4,19,3
41,24,28,2
42,1,11,3
43,4,24,2
44,0,8,3
45,17,18,2
46,29,8,2
47,24,15,3
48,5,2,2
49,1,4,3
50,22,5,3
51,29,12,2
52,10,9,3
53,10,24,2
54,24,29,3
55,20,27,2
56,17,0,2
57,19,5,3
58,4,4,3
59,13,23,2
60,3,2,3
61,6,8,3
62,1,3,2
63,3,8,2
64,21,0,2
65,22,22,2
66,23,8,3
67,7,3,3
68,11,5,2
69,23,29,2
70,6,25,2
71,22,21,2
72,8,23,2
73,14,12,2
74,28,0,3
75,29,15,2
76,1,29,3
77,4,25,3
78,6,15,3
79,21,21,3
80,2,2,2
81,23,18,3
82,28,5,2
83,7,29,2
84,17,1,2
85,10,22,3
86,15,3,3
87,10,16,3
88,12,15,3
89,4,11,3
90,3,5,3
91,26,19,2
92,29,6,2
93,27,29,3
94,27,20,3
95,20,19,3
96,12,26,2
97,4,6,3
98,6,3,3
99,22,9,3
100,0,29,3
101,15,13,2
102,14,9,3
103,14,28,3
104,29,2,2
105,12,14,3
106,14,4,3
107,20,20,2
108,8,29,2
109,7,5,2
110,9,23,2
111,22,25,3
112,25,7,2
113,16,27,3
114,24,27,2
115,14,1,2
116,28,10,3
117,21,23,2
118,25,2,2
119,24,13,3
