ID,x,y,T_costPow
0,12,17,3
1,9,15,3
2,28,5,3
3,2,7,3
4,24,15,3
5,10,18,3
6,4,2,3
7,2,21,3
8,5,4,3
9,19,7,3
10,9,11,3
11,3,1,3
12,16,27,3
13,14,23,3
14,16,25,3
15,29,10,3
16,19,14,3
17,6,19,3
18,9,25,3
19,9,25,3
20,15,5,3
21,1,2,3
22,3,8,3
23,10,10,3
24,27,14,3
25,23,8,3
26,7,29,3
27,13,20,3
28,9,21,3
29,23,28,3
30,4,24,3
31,29,22,3
32,27,5,3
33,25,19,3
34,5,15,3
35,28,12,3
36,2,6,3
37,15,0,3
38,19,22,3
39,20,25,3
40,0,24,3
41,14,8,3
42,10,2,3
43,24,21,3
44,22,21,3
45,11,18,3
46,3,2,3
47,13,10,3
48,16,26,3
49,11,22,3
50,19,28,3
51,18,22,3
52,1,9,3
53,24,13,3
54,10,25,3
55,16,26,3
56,8,14,3
57,24,15,3
58,2,17,3
59,9,25,3
60,21,25,3
61,8,10,3
62,24,4,3
63,29,1,3
64,25,12,3
65,21,4,3
66,2,5,3
67,28,23,3
68,25,10,3
69,20,27,3
70,12,18,3
71,11,19,3
72,4,18,3
73,16,3,3
74,29,4,3
75,12,11,3
76,1,3,3
77,12,24,3
78,24,22,3
79,16,19,3
