ID,x,y,T_costPow
0,21,18,3
1,22,16,3
2,7,23,3
3,27,28,3
4,25,13,3
5,10,9,3
6,28,3,3
7,0,11,3
8,8,26,3
9,21,1,3
10,4,19,3
11,27,21,3
12,16,7,3
13,13,9,3
14,13,21,3
15,28,10,3
16,6,14,3
17,10,18,3
18,23,28,3
19,27,13,3
20,11,12,3
21,20,25,3
22,5,21,3
23,10,26,3
24,3,26,3
25,22,23,3
26,9,25,3
27,24,3,3
28,20,1,3
29,21,13,3
30,6,4,3
31,18,2,3
32,14,16,3
33,5,7,3
34,1,29,3
35,29,1,3
36,22,9,3
37,7,1,3
38,3,21,3
39,24,8,3
40,8,9,3
41,22,19,3
42,6,9,3
43,6,10,3
44,5,4,3
45,22,25,3
46,13,5,3
47,23,22,3
48,28,13,3
49,3,7,3
50,19,0,3
51,18,25,3
52,14,22,3
53,2,15,3
54,3,29,3
55,2,14,3
56,20,16,3
57,12,23,3
58,5,6,3
59,1,18,3
60,26,26,3
61,21,28,3
62,20,4,3
63,24,16,3
64,8,29,3
65,6,8,3
66,1,15,3
67,7,12,3
68,10,7,3
69,9,22,3
70,4,10,3
71,10,19,3
72,20,6,3
73,23,13,3
74,9,14,3
75,18,16,3
76,0,10,3
77,14,12,3
78,4,2,3
79,6,23,3
80,17,20,3
81,10,5,3
82,0,6,3
83,29,6,3
84,16,18,3
85,11,8,3
86,12,18,3
87,6,24,3
88,21,20,3
89,2,21,3
90,13,12,3
91,14,27,3
92,25,6,3
93,29,25,3
94,19,9,3
95,0,13,3
96,5,10,3
97,6,25,3
98,16,0,3
99,24,6,3
100,0,12,3
101,5,22,3
102,24,11,3
103,20,7,3
104,1,2,3
105,5,19,3
106,1,20,3
107,2,27,3
108,10,27,3
109,18,11,3
110,12,16,3
111,21,8,3
112,20,10,3
113,11,25,3
114,11,7,3
115,29,18,3
116,27,5,3
117,10,29,3
118,8,1,3
119,18,0,3
120,5,27,3
121,8,10,3
122,27,10,3
123,22,0,3
124,26,10,3
125,11,23,3
126,2,17,3
127,8,16,3
128,21,23,3
129,19,20,3
130,2,26,3
131,9,10,3
132,29,23,3
133,14,5,3
134,22,5,3
135,15,10,3
136,7,19,3
137,10,8,3
138,6,1,3
139,28,14,3
