ID,x,y,T_costPow
0,13,3,3
1,13,6,3
2,7,13,3
3,4,3,3
4,28,26,3
5,28,17,3
6,2,24,3
7,3,14,3
8,20,10,3
9,1,19,3
10,16,17,3
11,25,8,3
12,0,1,3
13,6,29,3
14,21,26,3
15,17,29,3
16,19,11,3
17,6,7,3
18,23,23,3
19,7,0,3
20,17,20,3
21,29,14,3
22,3,21,3
23,13,16,3
24,2,2,3
25,18,11,3
26,24,6,3
27,29,29,3
28,15,20,3
29,27,26,3
30,7,8,3
31,3,15,3
32,23,8,3
33,13,16,3
34,4,28,3
35,11,11,3
36,9,22,3
37,28,25,3
38,0,27,3
39,3,7,3
40,19,17,3
41,21,0,3
42,5,29,3
43,4,16,3
44,29,22,3
45,23,15,3
46,13,0,3
47,8,19,3
48,18,21,3
49,16,12,3
50,5,22,3
51,24,18,3
52,8,22,3
53,10,28,3
54,25,8,3
55,21,29,3
56,17,25,3
57,2,1,3
58,7,27,3
59,10,10,3
60,3,0,3
61,17,13,3
62,14,24,3
63,15,22,3
64,29,28,3
65,9,28,3
66,27,2,3
67,21,1,3
68,16,9,3
69,29,11,3
70,18,20,3
71,3,4,3
72,10,26,3
73,26,19,3
74,16,5,3
75,4,29,3
76,28,13,3
77,27,29,3
78,16,14,3
79,22,17,3
