ID,x,y,T_costPow
0,20,19,3
1,2,13,3
2,15,20,3
3,9,26,3
4,15,0,3
5,10,14,3
6,0,16,3
7,24,14,3
8,23,3,3
9,29,24,3
10,8,16,3
11,20,15,3
12,12,14,3
13,13,26,3
14,0,4,3
15,19,12,3
16,24,13,3
17,13,24,3
18,27,25,3
19,21,19,3
20,10,28,3
21,23,11,3
22,9,6,3
23,1,13,3
24,13,12,3
25,12,15,3
26,7,12,3
27,19,1,3
28,3,4,3
29,3,13,3
30,26,22,3
31,23,1,3
32,14,24,3
33,17,22,3
34,3,18,3
35,12,22,3
36,7,6,3
37,17,17,3
38,28,27,3
39,22,23,3
40,11,14,3
41,29,7,3
42,15,28,3
43,16,12,3
44,1,2,3
45,10,26,3
46,1,3,3
47,2,29,3
48,18,19,3
49,29,13,3
50,2,17,3
51,13,22,3
52,0,15,3
53,20,13,3
54,1,19,3
55,15,16,3
56,12,8,3
57,15,4,3
58,24,23,3
59,26,12,3
60,2,11,3
61,1,19,3
62,8,9,3
63,25,2,3
64,22,17,3
65,23,10,3
66,21,24,3
67,8,18,3
68,2,4,3
69,13,10,3
70,26,24,3
71,7,29,3
72,26,5,3
73,9,4,3
74,8,2,3
75,8,24,3
76,21,22,3
77,7,10,3
78,10,25,3
79,1,10,3
