ID,x,y,T_costPow
0,14,36,3
1,5,19,3
2,14,21,3
3,38,3,3
4,39,20,3
5,7,1,3
6,38,11,3
7,25,29,3
8,5,33,3
9,21,14,3
10,34,18,3
11,24,22,3
12,16,12,3
13,32,31,3
14,32,13,3
15,1,23,3
16,28,4,3
17,19,7,3
18,33,0,3
19,9,26,3
20,38,37,3
21,4,35,3
22,36,23,3
23,15,17,3
24,12,32,3
25,5,26,3
26,3,14,3
27,33,33,3
28,1,37,3
29,3,18,3
30,33,18,3
31,4,19,3
32,36,15,3
33,29,38,3
34,10,32,3
35,16,21,3
36,26,30,3
37,36,1,3
38,4,8,3
39,34,39,3
40,8,30,3
41,2,24,3
42,3,15,3
43,19,18,3
44,4,26,3
45,17,11,3
46,37,17,3
47,26,20,3
48,0,19,3
49,11,27,3
50,35,5,3
51,28,25,3
52,34,13,3
53,17,16,3
54,31,9,3
55,10,35,3
56,13,34,3
57,4,21,3
58,12,3,3
59,13,21,3
60,33,12,3
61,13,10,3
62,23,37,3
63,1,24,3
64,12,28,3
65,31,2,3
66,9,33,3
67,1,22,3
68,21,39,3
69,36,6,3
70,11,14,3
71,7,22,3
72,11,33,3
73,10,15,3
74,35,21,3
75,34,27,3
76,25,28,3
77,11,15,3
78,26,28,3
79,17,38,3
80,23,29,3
81,7,5,3
82,4,2,3
83,19,25,3
84,24,36,3
85,14,26,3
86,10,39,3
87,28,17,3
88,6,35,3
89,4,0,3
90,15,16,3
91,2,11,3
92,27,33,3
93,7,35,3
94,19,19,3
95,25,21,3
96,37,19,3
97,30,18,3
98,32,5,3
99,8,18,3
100,36,29,3
101,31,24,3
102,17,33,3
103,14,31,3
104,29,0,3
105,19,34,3
106,23,2,3
107,23,34,3
108,10,30,3
109,25,3,3
110,5,0,3
111,13,8,3
112,4,33,3
113,17,10,3
114,24,1,3
115,28,5,3
116,7,0,3
117,0,35,3
118,7,18,3
119,30,8,3
