ID,x,y,T_costPow
0,19,20,4
1,11,17,4
2,19,17,4
3,5,7,4
4,11,13,4
5,0,15,4
6,21,27,4
7,22,5,4
8,6,0,4
9,21,12,4
10,16,7,4
11,22,19,4
12,13,27,4
13,6,24,4
14,10,9,4
15,1,13,4
16,2,19,4
17,20,19,4
18,25,7,4
19,14,4,4
20,23,20,4
21,19,5,4
22,28,29,4
23,11,28,4
24,13,4,4
25,23,14,4
26,20,17,4
27,17,29,4
28,20,21,4
29,13,5,4
30,15,7,4
31,23,26,4
32,28,2,4
33,26,10,4
34,14,17,4
35,22,17,4
36,3,18,4
37,20,10,4
38,21,3,4
39,19,26,4
40,15,27,4
41,19,4,4
42,26,16,4
43,14,6,4
44,26,27,4
45,28,9,4
46,22,6,4
47,12,5,4
48,14,14,4
49,23,6,4
50,27,4,4
51,19,10,4
52,26,25,4
53,14,21,4
54,18,11,4
55,4,18,4
56,22,8,4
57,5,26,4
58,18,10,4
59,5,17,4
60,13,20,4
61,28,10,4
62,18,16,4
63,13,6,4
64,11,23,4
65,4,1,4
66,22,13,4
67,21,24,4
68,26,12,4
69,5,18,4
70,26,8,4
71,12,12,4
72,11,16,4
73,5,9,4
74,27,17,4
75,25,5,4
76,11,5,4
77,10,25,4
78,0,29,4
79,20,14,4
