ID,x,y,T_costPow
0,27,21,3
1,2,4,3
2,28,29,3
3,25,19,3
4,17,9,3
5,10,8,3
6,17,22,3
7,17,1,3
8,23,2,3
9,2,12,3
10,13,10,3
11,16,13,3
12,24,5,3
13,8,19,3
14,27,17,3
15,11,23,3
16,11,2,3
17,3,19,3
18,5,19,3
19,13,7,3
20,9,18,3
21,23,15,3
22,10,12,3
23,6,3,3
24,16,18,3
25,11,1,3
26,1,19,3
27,18,12,3
28,17,21,3
29,4,18,3
30,22,2,3
31,28,24,3
32,11,22,3
33,19,7,3
34,9,24,3
35,2,25,3
36,3,27,3
37,16,4,3
38,26,27,3
39,13,15,3
40,7,0,3
41,4,0,3
42,29,19,3
43,12,21,3
44,15,16,3
45,10,23,3
46,11,2,3
47,19,6,3
48,11,17,3
49,22,3,3
50,14,6,3
51,20,22,3
52,14,21,3
53,18,15,3
54,28,1,3
55,24,3,3
56,18,29,3
57,9,2,3
58,20,22,3
59,29,16,3
60,14,16,3
61,14,27,3
62,6,24,3
63,5,21,3
64,22,16,3
65,15,19,3
66,11,14,3
67,27,20,3
68,13,14,3
69,15,8,3
70,8,7,3
71,18,28,3
72,8,1,3
73,28,22,3
74,3,22,3
75,11,9,3
76,12,2,3
77,18,25,3
78,25,0,3
79,9,6,3
80,17,19,3
81,20,8,3
82,14,20,3
83,3,28,3
84,8,27,3
85,0,13,3
86,3,25,3
87,21,9,3
88,0,4,3
89,10,24,3
90,23,9,3
91,11,8,3
92,29,6,3
93,8,0,3
94,20,6,3
95,23,7,3
96,8,0,3
97,16,24,3
98,8,1,3
99,18,27,3
