ID,x,y,T_costPow
0,18,20,3
1,23,12,3
2,19,4,3
3,10,25,3
4,4,9,3
5,0,21,3
6,28,17,3
7,27,7,3
8,27,8,3
9,13,18,3
10,13,14,3
11,3,12,3
12,22,16,3
13,8,29,3
14,25,16,3
15,11,4,3
16,25,2,3
17,24,4,3
18,13,28,3
19,11,29,3
20,25,21,3
21,13,23,3
22,24,27,3
23,12,21,3
24,0,19,3
25,10,2,3
26,9,28,3
27,10,5,3
28,20,6,3
29,27,3,3
30,7,26,3
31,13,5,3
32,29,2,3
33,19,7,3
34,18,22,3
35,0,7,3
36,4,17,3
37,5,1,3
38,14,22,3
39,15,1,3
40,13,14,3
41,12,29,3
42,21,22,3
43,16,0,3
44,2,8,3
45,4,1,3
46,9,22,3
47,18,19,3
48,13,17,3
49,20,1,3
50,0,6,3
51,3,9,3
52,14,3,3
53,6,16,3
54,18,4,3
55,18,3,3
56,0,13,3
57,13,18,3
58,16,27,3
59,24,23,3
60,16,29,3
61,23,0,3
62,3,5,3
63,10,0,3
64,28,11,3
65,22,28,3
66,9,6,3
67,8,28,3
68,7,19,3
69,26,11,3
70,24,16,3
71,27,21,3
72,22,25,3
73,29,15,3
74,17,19,3
75,13,28,3
76,7,18,3
77,10,0,3
78,15,11,3
79,14,8,3
