ID,x,y,T_costPow
0,11,20,3
1,21,15,3
2,16,26,3
3,24,23,3
4,6,7,3
5,16,24,3
6,7,8,3
7,6,18,3
8,27,19,3
9,28,29,3
10,15,26,3
11,29,14,3
12,2,12,3
13,3,8,3
14,21,10,3
15,25,8,3
16,10,8,3
17,14,19,3
18,25,15,3
19,27,4,3
20,7,6,3
21,12,9,3
22,19,24,3
23,0,29,3
24,14,6,3
25,23,19,3
26,16,17,3
27,14,29,3
28,14,0,3
29,6,10,3
30,5,15,3
31,20,16,3
32,2,2,3
33,28,1,3
34,11,5,3
35,24,4,3
36,22,24,3
37,27,28,3
38,16,16,3
39,20,11,3
40,16,10,3
41,22,20,3
42,10,18,3
43,22,28,3
44,2,11,3
45,19,25,3
46,1,1,3
47,25,28,3
48,1,20,3
49,20,0,3
50,29,0,3
51,6,2,3
52,28,22,3
53,10,12,3
54,0,15,3
55,12,4,3
56,10,14,3
57,4,25,3
58,17,26,3
59,8,20,3
60,15,23,3
61,21,28,3
62,23,18,3
63,22,7,3
64,13,12,3
65,16,1,3
66,9,20,3
67,6,25,3
68,21,5,3
69,28,13,3
70,18,4,3
71,17,3,3
72,12,1,3
73,29,11,3
74,18,11,3
75,25,27,3
76,23,1,3
77,17,15,3
78,15,27,3
79,6,20,3
80,18,20,3
81,6,6,3
82,26,10,3
83,18,12,3
84,0,5,3
85,20,12,3
86,28,3,3
87,6,8,3
88,15,12,3
89,23,23,3
90,13,5,3
91,8,6,3
92,23,29,3
93,10,0,3
94,1,28,3
95,2,13,3
96,23,2,3
97,22,3,3
98,28,25,3
99,22,6,3
100,29,9,3
101,23,26,3
102,17,10,3
103,25,12,3
104,24,13,3
105,1,5,3
106,21,3,3
107,25,17,3
108,29,21,3
109,17,18,3
110,6,23,3
111,20,15,3
112,24,1,3
113,17,16,3
114,5,25,3
115,20,19,3
116,8,21,3
117,16,15,3
118,17,2,3
119,3,12,3
