ID,x,y,T_costPow
0,26,19,3
1,4,8,3
2,14,3,3
3,0,10,3
4,16,27,3
5,9,22,3
6,19,3,3
7,8,11,3
8,3,5,3
9,11,15,3
10,3,12,3
11,16,16,3
12,11,25,3
13,27,21,3
14,13,18,3
15,16,7,3
16,19,2,3
17,2,6,3
18,21,28,3
19,13,21,3
20,11,7,3
21,10,9,3
22,12,26,3
23,3,1,3
24,26,7,3
25,19,20,3
26,24,3,3
27,27,16,3
28,20,10,3
29,14,0,3
30,7,23,3
31,14,13,3
32,1,29,3
33,18,28,3
34,9,26,3
35,5,13,3
36,9,12,3
37,11,27,3
38,23,16,3
39,11,0,3
40,5,9,3
41,14,1,3
42,16,19,3
43,25,29,3
44,24,9,3
45,25,5,3
46,21,8,3
47,15,9,3
48,17,28,3
49,5,8,3
50,9,8,3
51,27,18,3
52,1,16,3
53,14,21,3
54,23,11,3
55,7,24,3
56,5,21,3
57,25,0,3
58,13,11,3
59,2,13,3
60,12,6,3
61,11,29,3
62,2,27,3
63,3,28,3
64,18,27,3
65,15,3,3
66,12,2,3
67,20,4,3
68,18,3,3
69,3,29,3
70,12,16,3
71,2,24,3
72,2,8,3
73,28,27,3
74,14,28,3
75,24,7,3
76,14,9,3
77,22,20,3
78,2,23,3
79,6,15,3
80,26,12,3
81,8,26,3
82,8,12,3
83,6,1,3
84,22,23,3
85,12,0,3
86,20,12,3
87,20,20,3
88,13,27,3
89,2,11,3
90,12,23,3
91,11,24,3
92,28,17,3
93,23,7,3
94,28,1,3
95,19,11,3
96,6,29,3
97,8,19,3
98,3,14,3
99,17,17,3
100,21,10,3
101,11,11,3
102,6,19,3
103,22,1,3
104,3,8,3
105,21,23,3
106,1,10,3
107,8,3,3
108,20,1,3
109,1,22,3
110,7,6,3
111,13,12,3
112,6,11,3
113,25,26,3
114,5,10,3
115,6,20,3
116,14,14,3
117,7,4,3
118,23,24,3
119,24,1,3
