ID,x,y,T_costPow
0,29,10,5
1,3,15,4
2,17,15,5
3,23,0,4
4,1,11,5
5,15,11,4
6,13,6,4
7,27,18,4
8,0,7,4
9,4,2,4
10,7,3,4
11,22,6,4
12,1,10,4
13,1,9,5
14,27,27,5
15,22,5,5
16,20,28,5
17,27,3,5
18,29,29,4
19,5,23,5
20,16,15,5
21,2,11,5
22,15,22,4
23,20,10,4
24,1,8,4
25,0,15,4
26,1,22,5
27,3,18,4
28,1,23,5
29,4,8,4
30,28,12,4
31,24,18,4
32,16,21,4
33,26,21,5
34,3,16,5
35,8,9,5
36,26,24,5
37,0,6,5
38,19,5,5
39,13,23,4
40,15,29,5
41,7,4,5
42,18,8,5
43,4,21,4
44,14,0,5
45,22,9,5
46,7,8,4
47,16,4,4
48,5,3,5
49,9,14,5
50,7,24,4
51,14,18,5
52,12,4,4
53,26,20,4
54,27,2,5
55,6,8,5
56,12,5,4
57,15,28,4
58,6,5,4
59,23,15,4
60,20,22,5
61,29,27,5
62,7,11,5
63,16,5,4
64,9,9,4
65,13,10,5
66,29,0,4
67,18,17,4
68,10,7,4
69,1,5,4
70,15,6,4
71,24,10,4
72,16,7,5
73,23,19,5
74,6,17,4
75,14,15,5
76,25,11,5
77,7,28,4
78,18,24,4
79,9,7,4
80,27,15,5
81,26,5,5
82,18,20,5
83,23,27,4
84,25,10,5
85,23,23,4
86,13,7,4
87,26,26,5
88,27,23,4
89,28,4,5
90,21,2,5
91,23,25,4
92,26,25,5
93,20,8,5
94,2,26,4
95,25,5,5
96,15,15,5
97,17,26,5
98,11,22,4
99,11,7,5
100,26,7,5
101,17,29,4
102,29,28,5
103,25,2,4
104,5,15,4
105,14,26,5
106,25,24,5
107,27,20,4
108,25,28,5
109,2,4,5
110,9,6,4
111,24,12,5
112,9,12,4
113,22,13,5
114,9,22,5
115,6,20,4
116,28,2,4
117,18,2,5
118,8,2,4
119,13,11,4
