ID,x,y,T_costPow
0,7,21,3
1,12,15,3
2,9,23,3
3,7,9,3
4,1,1,3
5,23,20,3
6,19,24,3
7,14,1,3
8,17,0,3
9,23,5,3
10,12,29,3
11,13,25,3
12,0,0,3
13,19,25,3
14,20,20,3
15,6,7,3
16,9,11,3
17,26,28,3
18,4,20,3
19,1,13,3
20,17,2,3
21,6,4,3
22,13,15,3
23,1,2,3
24,29,5,3
25,11,18,3
26,8,20,3
27,1,14,3
28,2,4,3
29,28,29,3
30,1,9,3
31,14,2,3
32,4,22,3
33,26,25,3
34,3,2,3
35,25,21,3
36,17,17,3
37,15,9,3
38,21,28,3
39,24,14,3
40,5,21,3
41,16,29,3
42,12,5,3
43,6,11,3
44,11,23,3
45,24,16,3
46,14,9,3
47,7,24,3
48,13,6,3
49,21,7,3
50,19,27,3
51,18,3,3
52,20,7,3
53,16,20,3
54,25,18,3
55,27,28,3
56,27,23,3
57,7,3,3
58,3,6,3
59,19,18,3
60,22,28,3
61,11,14,3
62,10,19,3
63,16,27,3
64,2,25,3
65,12,4,3
66,10,18,3
67,16,22,3
68,12,23,3
69,18,17,3
70,23,29,3
71,8,0,3
72,23,25,3
73,11,26,3
74,2,28,3
75,17,21,3
76,23,21,3
77,3,11,3
78,1,23,3
79,17,10,3
80,16,18,3
81,7,12,3
82,22,10,3
83,12,10,3
84,24,17,3
85,3,29,3
86,18,13,3
87,26,7,3
88,25,15,3
89,17,13,3
90,20,1,3
91,0,5,3
92,17,7,3
93,28,26,3
94,22,0,3
95,5,10,3
96,21,23,3
97,18,23,3
98,27,18,3
99,4,18,3
100,21,11,3
101,14,4,3
102,0,12,3
103,16,7,3
104,6,10,3
105,14,21,3
106,27,21,3
107,12,12,3
108,11,21,3
109,7,15,3
110,6,13,3
111,29,14,3
112,16,13,3
113,6,28,3
114,16,15,3
115,8,24,3
116,23,10,3
117,27,3,3
118,1,4,3
119,10,14,3
