ID,x,y,T_costPow
0,29,6,3
1,8,1,3
2,23,21,3
3,14,26,3
4,13,20,3
5,14,3,3
6,14,16,3
7,11,8,3
8,20,4,3
9,12,15,3
10,3,29,3
11,2,6,3
12,1,7,3
13,6,5,3
14,8,0,3
15,29,24,3
16,25,25,3
17,14,8,3
18,23,17,3
19,26,9,3
20,25,2,3
21,5,26,3
22,16,12,3
23,27,12,3
24,8,18,3
25,12,18,3
26,0,1,3
27,22,10,3
28,9,5,3
29,26,12,3
30,21,10,3
31,18,7,3
32,7,7,3
33,29,26,3
34,20,5,3
35,23,16,3
36,19,29,3
37,7,17,3
38,15,13,3
39,12,3,3
40,4,2,3
41,25,8,3
42,25,22,3
43,2,19,3
44,17,11,3
45,9,13,3
46,10,16,3
47,21,27,3
48,15,0,3
49,27,27,3
50,13,6,3
51,22,19,3
52,29,2,3
53,7,14,3
54,20,0,3
55,2,2,3
56,14,10,3
57,9,20,3
58,10,5,3
59,24,29,3
60,28,14,3
61,8,15,3
62,0,26,3
63,12,2,3
64,14,23,3
65,25,11,3
66,21,7,3
67,14,19,3
68,29,7,3
69,28,2,3
70,10,4,3
71,28,1,3
72,1,6,3
73,5,14,3
74,25,17,3
75,1,18,3
76,25,0,3
77,20,29,3
78,5,13,3
79,24,14,3
80,22,22,3
81,9,3,3
82,24,9,3
83,11,20,3
84,20,9,3
85,9,12,3
86,23,3,3
87,1,19,3
88,28,22,3
89,20,17,3
90,29,9,3
91,4,13,3
92,17,24,3
93,20,1,3
94,28,17,3
95,6,7,3
96,10,17,3
97,13,14,3
98,3,6,3
99,9,25,3
100,8,14,3
101,23,27,3
102,12,7,3
103,6,10,3
104,15,9,3
105,28,12,3
106,17,14,3
107,24,12,3
108,25,1,3
109,6,19,3
110,17,25,3
111,16,2,3
112,5,19,3
113,1,5,3
114,24,22,3
115,6,1,3
116,11,1,3
117,2,24,3
118,24,27,3
119,0,19,3
