ID,x,y,T_costPow
0,18,7,3
1,25,28,3
2,29,15,3
3,1,26,3
4,18,0,3
5,24,5,3
6,4,0,3
7,11,8,3
8,26,5,3
9,13,14,3
10,10,24,3
11,3,9,3
12,19,23,3
13,28,26,3
14,9,26,3
15,12,29,3
16,18,3,3
17,11,0,3
18,28,28,3
19,7,9,3
20,1,18,3
21,26,11,3
22,23,4,3
23,13,19,3
24,11,17,3
25,15,9,3
26,29,0,3
27,7,28,3
28,10,19,3
29,22,9,3
30,1,19,3
31,27,4,3
32,28,22,3
33,24,18,3
34,27,28,3
35,20,2,3
36,8,3,3
37,27,24,3
38,11,1,3
39,3,29,3
40,26,6,3
41,24,22,3
42,14,4,3
43,12,4,3
44,20,25,3
45,0,13,3
46,24,24,3
47,28,3,3
48,17,3,3
49,25,15,3
50,6,1,3
51,2,27,3
52,20,23,3
53,11,26,3
54,23,12,3
55,2,12,3
56,11,6,3
57,22,8,3
58,1,3,3
59,26,21,3
60,10,17,3
61,3,23,3
62,3,19,3
63,7,7,3
64,18,1,3
65,26,9,3
66,23,11,3
67,18,23,3
68,17,21,3
69,16,11,3
70,15,19,3
71,13,3,3
72,9,15,3
73,28,5,3
74,13,17,3
75,4,7,3
76,0,7,3
77,9,10,3
78,26,2,3
79,21,6,3
80,28,25,3
81,27,16,3
82,2,11,3
83,5,29,3
84,25,12,3
85,26,4,3
86,11,16,3
87,21,13,3
88,26,16,3
89,6,25,3
90,8,19,3
91,0,3,3
92,28,20,3
93,12,8,3
94,26,1,3
95,14,12,3
96,18,17,3
97,5,24,3
98,29,20,3
99,16,6,3
100,4,20,3
101,29,7,3
102,5,17,3
103,10,0,3
104,25,16,3
105,18,29,3
106,26,23,3
107,20,9,3
108,25,10,3
109,8,0,3
110,16,9,3
111,4,19,3
112,14,23,3
113,22,6,3
114,21,7,3
115,24,2,3
116,10,29,3
117,9,6,3
118,12,13,3
119,21,26,3
