ID,x,y,T_costPow
0,24,20,3
1,5,21,3
2,20,6,3
3,9,25,3
4,27,27,3
5,3,26,3
6,12,5,3
7,16,8,3
8,6,16,3
9,2,1,3
10,27,17,3
11,3,19,3
12,12,3,3
13,9,29,3
14,20,28,3
15,23,24,3
16,25,9,3
17,23,10,3
18,8,19,3
19,6,4,3
20,10,18,3
21,18,15,3
22,11,23,3
23,22,27,3
24,20,5,3
25,26,3,3
26,21,23,3
27,21,25,3
28,10,7,3
29,5,23,3
30,26,16,3
31,1,12,3
32,18,3,3
33,3,23,3
34,4,21,3
35,18,4,3
36,29,4,3
37,19,3,3
38,21,14,3
39,14,2,3
40,29,25,3
41,4,17,3
42,13,5,3
43,22,12,3
44,20,4,3
45,16,18,3
46,1,25,3
47,18,29,3
48,14,14,3
49,12,6,3
50,25,0,3
51,14,12,3
52,26,21,3
53,13,24,3
54,9,24,3
55,6,24,3
56,18,21,3
57,26,1,3
58,9,28,3
59,3,8,3
60,22,28,3
61,28,20,3
62,13,29,3
63,22,29,3
64,13,7,3
65,5,3,3
66,4,11,3
67,17,20,3
68,3,1,3
69,7,25,3
70,12,20,3
71,18,5,3
72,5,13,3
73,16,6,3
74,8,20,3
75,19,8,3
76,15,4,3
77,18,7,3
78,7,16,3
79,13,13,3
80,0,13,3
81,5,20,3
82,0,1,3
83,14,29,3
84,1,23,3
85,9,3,3
86,29,3,3
87,14,15,3
88,8,17,3
89,4,13,3
90,25,7,3
91,6,19,3
92,17,12,3
93,10,19,3
94,2,3,3
95,11,15,3
96,24,3,3
97,14,28,3
98,25,17,3
99,15,24,3
100,17,6,3
101,4,18,3
102,13,14,3
103,6,20,3
104,29,17,3
105,11,11,3
106,26,15,3
107,7,7,3
108,8,24,3
109,24,22,3
110,2,24,3
111,23,29,3
112,26,7,3
113,2,2,3
114,5,12,3
115,11,2,3
116,15,7,3
117,10,20,3
118,29,5,3
119,24,0,3
