ID,x,y,T_costPow
0,28,0,3
1,11,1,3
2,18,22,3
3,18,17,3
4,5,22,3
5,9,24,3
6,4,22,3
7,21,15,3
8,25,5,3
9,10,9,3
10,11,22,3
11,4,24,3
12,27,8,3
13,22,1,3
14,21,7,3
15,0,5,3
16,20,14,3
17,13,18,3
18,7,11,3
19,0,24,3
20,14,19,3
21,3,3,3
22,16,24,3
23,10,25,3
24,12,9,3
25,16,8,3
26,18,29,3
27,6,14,3
28,4,2,3
29,21,23,3
30,21,4,3
31,20,19,3
32,14,21,3
33,10,28,3
34,24,18,3
35,22,23,3
36,0,21,3
37,21,20,3
38,8,9,3
39,2,23,3
40,15,1,3
41,22,13,3
42,21,9,3
43,2,29,3
44,7,10,3
45,21,12,3
46,19,1,3
47,9,3,3
48,20,2,3
49,7,3,3
50,2,0,3
51,28,28,3
52,28,25,3
53,20,26,3
54,2,17,3
55,18,14,3
56,6,29,3
57,13,7,3
58,29,29,3
59,6,12,3
60,23,11,3
61,4,5,3
62,14,7,3
63,11,27,3
64,7,21,3
65,1,16,3
66,21,11,3
67,24,0,3
68,11,8,3
69,19,22,3
70,18,4,3
71,6,8,3
72,26,14,3
73,4,14,3
74,26,2,3
75,14,13,3
76,12,8,3
77,21,27,3
78,14,2,3
79,13,16,3
80,28,19,3
81,9,10,3
82,0,4,3
83,3,28,3
84,8,0,3
85,6,18,3
86,10,3,3
87,20,22,3
88,21,29,3
89,1,6,3
90,5,8,3
91,7,18,3
92,14,1,3
93,29,8,3
94,29,26,3
95,21,8,3
96,22,12,3
97,18,24,3
98,21,3,3
99,8,24,3
100,14,16,3
101,13,3,3
102,23,2,3
103,23,4,3
104,17,13,3
105,23,28,3
106,28,14,3
107,26,20,3
108,23,10,3
109,19,7,3
110,1,10,3
111,7,26,3
112,12,2,3
113,24,6,3
114,2,28,3
115,0,10,3
116,28,21,3
117,12,26,3
118,3,2,3
119,18,19,3
