ID,x,y,T_costPow
0,0,21,3
1,0,7,3
2,4,24,3
3,7,28,3
4,29,28,3
5,23,10,3
6,7,15,3
7,26,8,3
8,23,11,3
9,14,11,3
10,24,13,3
11,15,4,3
12,14,10,3
13,22,2,3
14,18,10,3
15,4,24,3
16,14,20,3
17,9,2,3
18,26,13,3
19,4,22,3
20,4,14,3
21,24,8,3
22,2,28,3
23,12,13,3
24,2,29,3
25,21,4,3
26,29,24,3
27,25,29,3
28,16,17,3
29,20,27,3
30,21,18,3
31,29,20,3
32,13,14,3
33,24,15,3
34,1,12,3
35,9,1,3
36,5,13,3
37,14,28,3
38,13,18,3
39,23,22,3
40,25,14,3
41,12,18,3
42,13,6,3
43,15,24,3
44,14,19,3
45,9,3,3
46,20,26,3
47,8,20,3
48,22,0,3
49,27,19,3
50,9,22,3
51,12,15,3
52,23,6,3
53,10,15,3
54,19,18,3
55,26,17,3
56,2,22,3
57,16,24,3
58,1,4,3
59,11,2,3
60,8,29,3
61,3,10,3
62,17,11,3
63,26,24,3
64,25,21,3
65,21,26,3
66,24,18,3
67,7,24,3
68,10,14,3
69,10,15,3
70,11,11,3
71,8,7,3
72,29,2,3
73,1,7,3
74,1,25,3
75,20,20,3
76,6,28,3
77,14,20,3
78,3,25,3
79,5,16,3
