ID,x,y,T_costPow
0,27,12,3
1,5,28,3
2,27,16,3
3,10,14,3
4,23,15,3
5,7,6,3
6,26,28,3
7,3,10,3
8,19,4,3
9,4,23,3
10,5,18,3
11,14,24,3
12,23,29,3
13,6,6,3
14,1,16,3
15,4,29,3
16,4,11,3
17,6,7,3
18,5,21,3
19,11,18,3
20,10,3,3
21,9,26,3
22,29,15,3
23,26,22,3
24,27,6,3
25,1,10,3
26,10,9,3
27,24,17,3
28,8,10,3
29,26,10,3
30,13,22,3
31,13,6,3
32,4,0,3
33,22,7,3
34,23,26,3
35,29,17,3
36,6,15,3
37,15,29,3
38,27,10,3
39,3,5,3
40,25,11,3
41,15,9,3
42,28,27,3
43,26,3,3
44,13,18,3
45,15,4,3
46,26,23,3
47,21,14,3
48,15,19,3
49,17,28,3
50,21,23,3
51,29,20,3
52,6,17,3
53,7,15,3
54,25,1,3
55,5,6,3
56,1,25,3
57,2,16,3
58,10,23,3
59,4,5,3
60,24,29,3
61,25,23,3
62,10,29,3
63,24,6,3
64,28,28,3
65,28,15,3
66,23,11,3
67,8,29,3
68,5,12,3
69,2,18,3
70,14,14,3
71,9,15,3
72,5,10,3
73,26,5,3
74,28,1,3
75,8,1,3
76,26,2,3
77,24,26,3
78,27,19,3
79,5,1,3
80,8,8,3
81,7,26,3
82,6,18,3
83,17,3,3
84,4,28,3
85,11,3,3
86,13,24,3
87,4,10,3
88,28,10,3
89,28,17,3
90,2,7,3
91,4,20,3
92,13,19,3
93,29,22,3
94,27,3,3
95,17,1,3
96,14,21,3
97,2,12,3
98,24,15,3
99,1,18,3
100,18,17,3
101,7,19,3
102,2,9,3
103,15,0,3
104,11,25,3
105,7,9,3
106,22,18,3
107,21,5,3
108,18,19,3
109,28,0,3
110,8,12,3
111,19,26,3
112,10,11,3
113,20,8,3
114,18,12,3
115,24,5,3
116,20,9,3
117,27,27,3
118,25,9,3
119,13,23,3
