ID,x,y,T_costPow
0,17,1,3
1,8,8,3
2,4,1,3
3,8,5,3
4,7,16,3
5,10,6,3
6,14,14,3
7,8,12,3
8,18,18,3
9,14,2,3
10,9,19,3
11,5,3,3
12,0,16,3
13,16,16,3
14,15,18,3
15,12,11,3
16,15,15,3
17,2,8,3
18,2,2,3
19,12,2,3
20,16,13,3
21,16,8,3
22,15,0,3
23,3,10,3
24,2,4,3
25,3,6,3
26,1,7,3
27,9,6,3
28,0,17,3
29,6,17,3
30,13,17,3
31,3,11,3
32,1,15,3
33,7,12,3
34,13,14,3
35,1,12,3
36,0,0,3
37,8,3,3
38,11,10,3
39,15,6,3
40,18,15,3
41,13,0,3
42,16,17,3
43,0,1,3
44,5,4,3
45,8,7,3
46,19,9,3
47,16,6,3
48,9,10,3
49,8,15,3
50,17,19,3
51,9,17,3
52,17,11,3
53,2,11,3
54,5,11,3
55,14,5,3
56,12,14,3
57,14,10,3
58,6,13,3
59,16,0,3
60,12,15,3
61,9,9,3
62,13,11,3
63,10,4,3
64,11,11,3
65,7,2,3
66,4,9,3
67,17,14,3
68,12,0,3
69,6,4,3
70,3,2,3
71,18,5,3
72,9,2,3
73,14,11,3
74,14,12,3
75,2,13,3
76,9,0,3
77,3,18,3
78,8,4,3
79,0,6,3
80,8,9,3
81,19,13,3
82,0,9,3
83,2,16,3
84,18,17,3
85,10,2,3
86,2,7,3
87,18,10,3
88,13,1,3
89,6,11,3
90,3,14,3
91,13,5,3
92,14,6,3
93,13,9,3
94,7,10,3
95,11,8,3
96,5,9,3
97,13,6,3
98,12,7,3
99,4,10,3
100,19,3,3
101,19,7,3
102,12,1,3
103,5,10,3
104,13,2,3
105,5,0,3
106,15,8,3
107,6,10,3
108,8,19,3
109,1,1,3
110,12,6,3
111,19,8,3
112,3,19,3
113,18,16,3
114,5,18,3
115,3,16,3
116,3,7,3
117,7,8,3
118,2,18,3
119,0,11,3
