ID,x,y,T_costPow
0,28,7,3
1,1,10,3
2,22,9,3
3,9,6,3
4,11,2,3
5,9,11,3
6,25,5,3
7,17,18,3
8,5,1,3
9,29,27,3
10,25,11,3
11,22,21,3
12,26,16,3
13,28,28,3
14,13,23,3
15,3,16,3
16,25,11,3
17,13,8,3
18,27,2,3
19,1,27,3
20,2,29,3
21,11,22,3
22,28,6,3
23,18,12,3
24,23,12,3
25,5,2,3
26,27,18,3
27,6,23,3
28,14,21,3
29,1,17,3
30,1,16,3
31,6,17,3
32,3,0,3
33,17,26,3
34,14,26,3
35,27,9,3
36,10,9,3
37,3,15,3
38,1,2,3
39,25,24,3
40,25,21,3
41,18,9,3
42,26,26,3
43,18,1,3
44,14,6,3
45,4,24,3
46,27,14,3
47,6,4,3
48,6,11,3
49,15,21,3
50,3,3,3
51,3,2,3
52,24,4,3
53,28,25,3
54,19,19,3
55,13,24,3
56,29,8,3
57,12,13,3
58,25,27,3
59,25,11,3
60,29,6,3
61,19,16,3
62,6,27,3
63,14,18,3
64,17,19,3
65,12,10,3
66,26,4,3
67,1,23,3
68,12,8,3
69,9,6,3
70,26,5,3
71,2,24,3
72,10,27,3
73,17,23,3
74,20,25,3
75,22,23,3
76,5,4,3
77,10,23,3
78,25,1,3
79,15,0,3
