ID,x,y,T_costPow
0,18,25,3
1,25,0,3
2,6,23,3
3,29,20,3
4,14,28,3
5,23,23,3
6,5,15,3
7,23,25,3
8,20,11,3
9,25,3,3
10,4,13,3
11,29,19,3
12,5,5,3
13,3,26,3
14,1,16,3
15,2,22,3
16,6,19,3
17,17,17,3
18,14,24,3
19,1,11,3
20,0,17,3
21,15,13,3
22,14,5,3
23,22,0,3
24,1,14,3
25,8,4,3
26,16,2,3
27,2,19,3
28,17,24,3
29,22,18,3
30,4,24,3
31,26,15,3
32,11,22,3
33,14,10,3
34,0,6,3
35,8,25,3
36,23,24,3
37,26,8,3
38,18,1,3
39,23,12,3
40,6,17,3
41,28,4,3
42,23,16,3
43,22,14,3
44,10,14,3
45,12,18,3
46,27,2,3
47,29,12,3
48,11,9,3
49,27,18,3
50,26,16,3
51,16,5,3
52,13,9,3
53,27,23,3
54,9,14,3
55,15,16,3
56,12,23,3
57,6,5,3
58,9,25,3
59,5,7,3
60,22,8,3
61,4,20,3
62,19,11,3
63,8,9,3
64,8,27,3
65,16,25,3
66,5,16,3
67,19,26,3
68,9,13,3
69,24,12,3
70,19,0,3
71,17,5,3
72,0,0,3
73,3,10,3
74,17,16,3
75,13,6,3
76,18,0,3
77,28,25,3
78,19,22,3
79,26,19,3
80,0,22,3
81,11,14,3
82,24,22,3
83,4,21,3
84,5,11,3
85,2,23,3
86,10,18,3
87,19,12,3
88,24,19,3
89,24,26,3
90,16,29,3
91,7,10,3
92,29,26,3
93,26,13,3
94,18,12,3
95,9,7,3
96,19,24,3
97,21,6,3
98,3,5,3
99,26,27,3
100,25,11,3
101,15,10,3
102,3,16,3
103,1,17,3
104,0,13,3
105,22,25,3
106,19,18,3
107,0,23,3
108,24,7,3
109,0,11,3
110,23,26,3
111,22,15,3
112,27,13,3
113,0,3,3
114,13,1,3
115,12,6,3
116,9,6,3
117,28,9,3
118,29,10,3
119,25,14,3
