ID,x,y,T_costPow
0,26,7,3
1,27,10,3
2,13,8,3
3,29,20,3
4,27,5,3
5,27,1,3
6,2,18,3
7,21,6,3
8,11,9,3
9,9,3,3
10,9,6,3
11,7,16,3
12,21,19,3
13,7,26,3
14,10,28,3
15,2,24,3
16,3,20,3
17,6,4,3
18,5,16,3
19,9,17,3
20,2,14,3
21,16,25,3
22,0,5,3
23,28,8,3
24,2,2,3
25,19,22,3
26,14,18,3
27,17,29,3
28,27,14,3
29,28,15,3
30,28,16,3
31,12,8,3
32,1,12,3
33,23,29,3
34,12,9,3
35,9,14,3
36,18,28,3
37,13,27,3
38,17,15,3
39,7,20,3
40,16,23,3
41,5,1,3
42,16,21,3
43,11,16,3
44,17,5,3
45,9,25,3
46,23,26,3
47,0,19,3
48,26,11,3
49,20,18,3
50,12,26,3
51,10,0,3
52,7,18,3
53,21,14,3
54,3,27,3
55,17,13,3
56,20,17,3
57,1,24,3
58,1,1,3
59,9,27,3
60,15,29,3
61,14,5,3
62,26,6,3
63,27,18,3
64,8,2,3
65,18,19,3
66,11,2,3
67,5,7,3
68,6,11,3
69,19,3,3
70,29,26,3
71,1,13,3
72,20,16,3
73,18,9,3
74,7,15,3
75,26,25,3
76,7,23,3
77,21,21,3
78,0,28,3
79,2,7,3
80,26,9,3
81,25,22,3
82,29,3,3
83,7,3,3
84,1,18,3
85,5,23,3
86,20,10,3
87,23,16,3
88,3,1,3
89,26,13,3
90,21,23,3
91,23,8,3
92,29,22,3
93,27,17,3
94,8,19,3
95,10,3,3
96,12,29,3
97,26,17,3
98,21,7,3
99,11,0,3
100,5,11,3
101,24,22,3
102,28,27,3
103,16,12,3
104,24,4,3
105,10,24,3
106,23,11,3
107,19,18,3
108,6,15,3
109,28,6,3
110,15,12,3
111,24,14,3
112,0,18,3
113,13,21,3
114,13,0,3
115,1,3,3
116,21,25,3
117,16,8,3
118,15,8,3
119,10,14,3
