ID,x,y,T_costPow
0,7,1,3
1,15,5,3
2,12,21,3
3,11,13,3
4,10,7,3
5,5,20,3
6,8,10,3
7,21,4,3
8,16,20,3
9,18,22,3
10,26,29,3
11,11,5,3
12,29,21,3
13,15,16,3
14,12,3,3
15,7,15,3
16,13,5,3
17,6,12,3
18,26,25,3
19,22,14,3
20,5,2,3
21,22,25,3
22,10,11,3
23,13,22,3
24,2,16,3
25,2,25,3
26,9,14,3
27,18,0,3
28,15,13,3
29,27,1,3
30,21,21,3
31,6,1,3
32,2,2,3
33,20,13,3
34,18,4,3
35,20,12,3
36,27,26,3
37,16,26,3
38,18,7,3
39,9,19,3
40,3,3,3
41,9,2,3
42,11,15,3
43,23,28,3
44,13,29,3
45,15,25,3
46,27,7,3
47,14,24,3
48,11,24,3
49,18,10,3
50,18,0,3
51,7,8,3
52,29,21,3
53,23,23,3
54,8,5,3
55,20,3,3
56,11,1,3
57,18,8,3
58,4,10,3
59,10,9,3
60,22,16,3
61,28,6,3
62,3,22,3
63,18,24,3
64,3,8,3
65,6,20,3
66,1,23,3
67,1,4,3
68,29,12,3
69,12,11,3
70,17,28,3
71,6,16,3
72,29,8,3
73,13,18,3
74,18,12,3
75,23,3,3
76,25,2,3
77,10,6,3
78,20,8,3
79,14,11,3
